Date,vxn,vix,sp,nasdaq,dow
,vxn,vix,,,
2001-01-23,58.56999969482422,21.56999969482422,0.012947319312044342,0.029468214241471582,0.0067429281320242436
2001-01-24,60.65999984741211,22.030000686645508,0.002862720279423331,0.006583014836064912,-0.0002666923225568652
2001-01-25,63.47999954223633,22.639999389648438,-0.0049893659014614644,-0.03736826763236922,0.007723458613365675
2001-01-26,62.459999084472656,22.56999969482422,-0.001887629230125118,0.0097623857817818,-0.0065021910283422895
2001-01-29,62.400001525878906,22.610000610351562,0.0067817000552319595,0.02030094335075437,0.003951847035701263
2001-01-30,62.5,22.56999969482422,0.006983436422109727,3.5266203713340894e-06,0.016588113841122448
2001-01-31,61.45000076293945,22.020000457763672,-0.0056355648072863385,-0.02339054444888043,0.0005659681907924104
2001-02-01,60.4900016784668,21.65999984741211,0.005446274059599507,0.0036216482180984762,0.008803456264670419
2001-02-02,63.75,21.950000762939453,-0.01762846191144751,-0.04493996054083025,-0.010942232337283045
2001-02-05,62.93000030517578,22.190000534057617,0.003580241741748479,-0.006520002202375858,0.00932212309205929
2001-02-06,60.70000076293945,21.979999542236328,-0.0015148687589011335,0.008018593181292546,-0.0007690174043992889
2001-02-07,62.0,21.670000076293945,-0.00844369052364719,-0.02149801654235907,-0.0009770021863793285
2001-02-08,62.90999984741211,21.459999084472656,-0.006254170660763812,-0.017703004216999906,-0.006063069362398678
2001-02-09,65.20999908447266,22.030000686645508,-0.01342526596679741,-0.036200871031169576,-0.009149690770278905
2001-02-12,64.2699966430664,21.920000076293945,0.011757894931235194,0.007535345423662506,0.015217309858572085
2001-02-13,66.36000061035156,21.3700008392334,-0.008689772585958535,-0.025193586438801856,-0.003977034083581125
2001-02-14,65.83000183105469,21.520000457763672,-0.0021861950632109965,0.025892229044979977,-0.00994630040898399
2001-02-15,63.54999923706055,20.270000457763672,0.008090730929249642,0.02438908829386935,0.008817495164656549
2001-02-16,64.41000366210938,22.1200008392334,-0.019086287083199486,-0.051245685739506906,-0.00840905717019382
2001-02-20,67.5999984741211,24.690000534057617,-0.017508953990654743,-0.045132396949644674,-0.00640394085361896
2001-02-21,68.56999969482422,25.75,-0.018680859586076647,-0.02154303162056681,-0.019222060918379885
2001-02-22,71.83000183105469,26.760000228881836,-0.0019537369511636415,-0.010625049993205382,2.1800972797329884e-05
2001-02-23,72.04000091552734,27.209999084472656,-0.005570924750844155,0.007787134524497299,-0.008098699818642672
2001-02-26,70.91000366210938,25.43000030517578,0.017338769191571488,0.020123142176948196,0.01903166765320084
2001-02-27,73.44999694824219,26.489999771118164,-0.007689396127662075,-0.04459232864988018,-0.0005310664831694167
2001-02-28,75.56999969482422,28.350000381469727,-0.014412471713944133,-0.02568695511208087,-0.013401538471256047
2001-03-01,74.80999755859375,28.079999923706055,0.0010398636283404812,0.014550929200980618,-0.004310316532843708
2001-03-02,77.43000030517578,27.43000030517578,-0.005695982258483536,-0.03057212493102285,0.001546144369644821
2001-03-05,72.79000091552734,27.1200008392334,0.005841032455202131,0.011871865019848453,0.00912955292329099
2001-03-06,69.02999877929688,25.889999389648438,0.009931120882614958,0.028299592576932757,0.0027342910809924352
2001-03-07,67.31999969482422,24.1200008392334,0.006431629893613799,0.008802428319238118,0.012980910701175444
2001-03-08,67.62999725341797,24.290000915527344,0.002255951040818529,-0.025129635626276493,0.011918918832790433
